,REGION,STATE,PRIMARY_COUNTY,SECONDARY_COUNTIES,AUTHORITY,POINT_OF_CONTACT_NAME,POINT_OF_CONTACT_STREET_1,POINT_OF_CONTACT_STREET_2,POINT_OF_CONTACT_CITY,POINT_OF_CONTACT_STATE,POINT_OF_CONTACT_ZIP,POINT_OF_CONTACT_PHONE,POINT_OF_CONTACT_FAX,POINT_OF_CONTACT_EMAIL,FACILITY_NAME,CWNS_NUMBER,OWNER_TYPE,PRIMARY_WATERSHED_HUC,PRIMARY_WATERSHED_NAME,SECONDARY_WATERSHEDS,PRIMARY_CONGRESSIONAL_DISTRICT,SECONDARY_CONGRESSIONAL_DIST,NPDES_PERMIT_NUMBER,PERMIT_TYPE,FACILITY_STREET_1,FACILITY_STREET_2,FACILITY_CITY,FACILITY_STATE,FACILITY_ZIP,SYSTEM_NAME,FACILITY_DESCRIPTION,MILITARY_IND,TMDL_IND,SOURCE_WATER_PROTECTION_IND,SMALL_COMMUNITY_EXCEPTION_IND,PRES_FACILITY_TYPE,PRES_FACILITY_OVERALL_TYPE,PRES_TREATMENT_PLANT_TYPE,PROJ_FACILITY_TYPE,PROJ_FACILITY_OVERALL_TYPE,PROJ_TREATMENT_PLANT_TYPE,COORDINATE_TYPE,LOCATION_DESCRIPTION,LATITUDE,LONGITUDE,HORIZONTAL_COORDINATE_DATUM,HORIZONTAL_COLLECTION_METHOD,SCALE,GEOGRAPHIC_LOCATION_SOURCE,MEASUREMENT_DATE,TRIBE_IND,SPECIAL_PROGRAM_AREAS,FACILITY_ID,REVIEW_STATUS,SMALL_COMMUNITY_IND,POTW_PRESENT_IND,POTW_PROJECTED_IND,DECENTRALIZED_ONLY_IND,CITIES_TOWNS
173,9,CA,Stanislaus,,Empire Sanitary District,,P.O. Box 294,,Empire,CA,95319-0294,2095223687,,,Empire Collection System,06005290001,Public,18040002,Middle San Joaquin-Lower Merced- Lower Stanislaus,,10th Congressional District,,,,5017 Yosemite Blvd,,Modesto,CA,95357,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.6411 N,120.9045 W,World Geodetic System of 1984,Zipcode-Centroid, ,Manual,17-JUN-03,N,,1175752,Federal Accepted,Y,,,N,
174,9,CA,Merced,,"GUSTINE, CITY OF",Ann Marie Gallant,P.O. Box 16,,Gustine,CA,95322-0016,2098546471,2098542840,AGALLANT@CI.GUSTINE.CA.US,Gustine WWTF,06005297001,Public,18040001,Middle San Joaquin-Lower Chowchilal,,16th Congressional District,10th Congressional District,,,26501 carnation rd.,,Gustine,CA,95322,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,37.2458 N,121.0219 W,World Geodetic System of 1984,ZIP+2 Centroid, ,Manual,26-OCT-04,N,,1175754,Federal Accepted,Y,Y,Y,N,
175,9,CA,Placer,,Placer Co. Department of Facility Services,Warren Tellefson,11476 C Avenue,,Auburn,CA,95603-2702,5308864911,5308896809,WTELLEFS@PLACER.CA.GOV,APPLEGATE WWTF,06005221001,Public,18020128,North Fork American,,1st Congressional District,4th Congressional District,,,2328-2330 Red Feather Cir,,Applegate,CA,95703,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,38.9833 N,120.9917 W,North American Datum of 1983,Address Matching-Digitized, ,Manual,20-SEP-02,N,,1175715,Federal Accepted,Y,Y,Y,N,
176,9,CA,Modoc,,Daphnedale Community Services District,,P.O. Box 1823,,Alturas,CA,96101,5302332784,,,Daphnedale Park Collection System,06005229001,Public,18020002,Upper Pit,,1st Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,41.5092 N,120.5439 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,15-JAN-03,N,,1175718,Federal Accepted,Y,,,N,Alturas
177,9,CA,Shasta,,CITY OF REDDING,,,,,CA,,,,,Cascade Collection System,06005231001,Public,18020002,Upper Pit,,1st Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Pump Stations, Collection: Separate Sewers",Wastewater,,"Collection: Pump Stations, Collection: Separate Sewers",Wastewater,,Single Point,Facility/Station Location,41.4943 N,120.4946 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,,1175719,Federal Accepted,N,,,N,
178,9,CA,Placer,,"COLFAX, CITY OF",Bob Perrault,P.O. Box 702,,Colfax,CA,95713,5303462313,5303466214,,Colfax WWTF,06005233001,Public,18020128,North Fork American,,1st Congressional District,4th Congressional District,CA0079529,Individual Permit,23550 GRANDVIEW AVENUE,WWTP,COLFAX,CA,95713,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,,,,,,,,,,N,,1175721,Federal Accepted,Y,Y,Y,N,
179,9,CA,Solano,,"DIXON, CITY OF",Jeff Dutra,600 East A Street,,Dixon,CA,95620,5306787059,,,DIXON WWTF,06005235001,Public,18020163,Cache Slough-Sacramento River,,3rd Congressional District,,,,600 E. A Street,,Dixon,CA,95620,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,38.3917 N,121.8044 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,San Francisco Estuary,1175722,Federal Accepted,N,Y,Y,N,
180,9,CA,Marin,,BOLINAS COMM PUD,Phil Buchanan,270 Elm Street,,Bolinas,CA,94924,4158681224,,,BOLINAS WWTF,06002092001,Public,18050005,Tomales-Drake Bays,,2nd Congressional District,,,,101 Mesa Rd,,Bolinas,CA,94924,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,37.9228 N,122.7217 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,San Francisco Estuary,1175344,Federal Accepted,Y,Y,Y,N,Unincorporated areas
181,9,CA,San Mateo,,Estero Municipal Improvement District,Randolph Craig,100 Lincoln Centre Drive,,Foster City,CA,94404,6502868140,6503497204,,Estero Collection System,06002104001,Public,18050004,San Francisco Bay,,14th Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,37.5708 N,122.2698 W,World Geodetic System of 1984,Address Matching-Nearest Intersection, ,Manual,30-MAY-03,N,San Francisco Estuary,1175345,Federal Accepted,N,,,N,Unincorporated areas
182,9,CA,Contra Costa,,"HERCULES, CITY OF",Brent Salmi,111 Civic Drive,,Hercules,CA,94547-1771,5107998241,,BSALMI@CI.HERCULES.CA.US,Hercules Collection System,06002107001,Public,18050002,San Pablo Bay,,5th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,38.01 N,122.2672 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,San Francisco Estuary,1175346,Federal Accepted,N,,,N,
183,9,CA,Marin,,LAS GALLINAS VALLEY SD,Gary Reilly,Las Gallinas Valley Sanitary District,300 Smith Ranch Road,San Rafael,CA,94903,4154721734,,,LAS GALLINAS VALLEY WWTF,06002108001,Public,18050005,Tomales-Drake Bays,,2nd Congressional District,,CA0037851,Individual Permit,300 SMITH RANCH RD,,SAN RAFAEL,CA,94903,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Release Point,38.025 N,122.5169 W,North American Datum of 1983,GPS Carrier Phase Static Relative Position,,NPDES Permit,,N,San Francisco Estuary,1175347,Federal Accepted,N,Y,Y,N,
184,9,CA,Santa Clara,,"PALO ALTO, CITY OF",Daisy Stark,City of Palo Alto Regional WQCP,2501 Embarcadero Way,Palo Alto,CA,94303,6503292287,6508560196,DAISY.STARK@CITYOFPALOALTO.ORG,Los Altos Collection System,06002110001,Public,18050003,Coyote,,18th Congressional District,14th Congressional District,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.3692 N,122.0953 W,North American Datum of 1983,Interpolation-Map, ,Manual,18-SEP-01,N,San Francisco Estuary,1175349,Federal Accepted,N,,,N,
185,9,CA,Marin,,Marin Municipal Water District,Jim Emanuel,300 Smith Ranch Road,,San Rafael,CA,94903,4154721734,,,LAS GALLINAS VALLEY RECL,06002111001,Public,18050002,San Pablo Bay,,2nd Congressional District,,,,,,,,,,,N,N,N,N,Recycled Water Distribution,Wastewater,,Recycled Water Distribution,Wastewater,,Single Point,Center/Centroid,37.9386 N,122.5167 W,North American Datum of 1983,Address Matching-Other, ,Manual,19-SEP-01,N,San Francisco Estuary,1175350,Federal Accepted,N,,,N,
186,9,CA,Santa Clara,,"Mountain View, City of",Michael A. Fuller,P.O. Box 7540,,Mountain View,CA,94041,(650) 903-6311,,PUBLIC.WORKS@CI.MTNVIEW.CA.US,Mountain View Collection System,06002113001,Public,18050003,Coyote,,18th Congressional District,,,,500 Castro Street,,Mountain View,CA,94039-7540,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,37.3901 N,122.0815 W,World Geodetic System of 1984,Address Matching-Block Face, ,Manual,23-FEB-05,N,San Francisco Estuary,1175351,Federal Accepted,N,Y,Y,N,
187,9,CA,Sonoma,,"Petaluma, City of",Michael J. Ban,"P.O. Box 61,",Department of Water Resources & Conserv.,Petaluma,CA,94953-0061,7077784304,7077763635,MBAN@CI.PETALUMA.CA.US,Ellis Creek WRF,06002118001,Public,18010110,Russian,,2nd Congressional District,5th Congressional District,CA0037810,Individual Permit,3890 CYPRESS DRIVE,,PETALUMA,CA,94954,,,N,N,N,N,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Recycled Water Distribution, Treatment Plant",Wastewater,,Single Point,Facility/Station Location,38.2334 N,122.6226 W,North American Datum of 1983,GPS Carrier Phase Static Relative Position,,NPDES Permit,,N,San Francisco Estuary,1175353,Federal Accepted,N,Y,Y,N,
188,9,CA,San Mateo,,South Bayside System Authority,Jim Bewley,1400 Radio Road,,Redwood City,CA,94065-1220,6505948411,6505917122,JBEWLEY@SBSA.ORG,S BAYSIDE WWTP,06002125001,Public,18050004,San Francisco Bay,,14th Congressional District,,CA0038369,Individual Permit,1400 RADIO ROAD,,REDWOOD CITY,CA,94065,,,N,N,N,N,Treatment Plant,Wastewater,,Treatment Plant,Wastewater,,Single Point,Facility/Station Location,37.5428 N,122.2311 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,San Francisco Estuary,1175358,Federal Accepted,N,Y,Y,N,
189,9,CA,Napa,,EDGERLY IS. RECL. DIST.,,,,,CA,,,,,EDGERLY ISLAND WWTF,06002134001,Public,18050002,San Pablo Bay,,5th Congressional District,,,,,,,,,,,N,N,N,N,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,Onsite Wastewater Treatment System,Decentralized Wastewater Treatment,,,,,,,,,,,N,San Francisco Estuary,1175360,Federal Accepted,Y,,,Y,"Aetna Springs, American Canyon, Angwin, Atlas, Bale, Barro, Berryessa Highlands, Brazos, Buchli, Calistoga, Collins, Creston, Cuttings Wharf, Deer Park, Enchanted Hills, Howell Mountain, Imola, Knoxville, Krug, Larkmead, Lokoya, Lombard, Lowell, Merazo, Middleton, Napa, Napa Abajo, Napa Junction, Napa Soda Springs, Oak Knoll, Oakville, Pope Valley, Ratto Landing, Rocktram, Rutherford, Saint Helena, Salvador, Sanitarium, Shipyard Acres, Spanish Flat, Spanish Flat Resort, Squab, Stanley, Steel Canyon Resort, Suscol, Thoman, Thompson, UNION, Unincorporated areas, Veteran Heights, Vichy Springs, Vineyard Valley Mobile Home Park, Walter Springs, Woodleaf, Yountville, Zinfandel"
190,9,CA,Marin,,ALTO SANITARY DISTRICT,Tom Roberts,P.O. Box 163,,Mill Valley,CA,94942,4153883696,4153884796,,Alto Collection System,06002152001,Public,18050002,San Pablo Bay,,2nd Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.8853 N,122.5595 W,North American Datum of 1927,Zipcode-Centroid, ,Manual,18-OCT-02,N,San Francisco Estuary,1175364,Federal Accepted,Y,,,N,
191,9,CA,Marin,,Tamalpais Community Services District,Phil Gorny,305 Bell Lane,,Mill Valley,CA,94941,4153886393,4153884168,,Tamalpais Valley Collection System,06002156001,Public,18050005,Tomales-Drake Bays,,2nd Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.8922 N,122.5647 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,San Francisco Estuary,1175366,Federal Accepted,Y,,,N,
192,9,CA,San Mateo,,"Foster City, City of",Jim Hardy,610 Foster City Blvd.,,Foster City,CA,94404,6502863220,6505770983,MANAGER@FOSTERCITY.ORG,Foster City Collection System,06002157001,Public,18050004,San Francisco Bay,,14th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,37.561 N,122.2676 W,North American Datum of 1927,Address Matching-Block Face, ,Manual,21-OCT-02,N,San Francisco Estuary,1175367,Federal Accepted,N,,,N,
193,9,CA,San Mateo,,"SAN FRANCISCO, CITY & COUNTY OF",Norman R. Cole,375 Woodside Ave.,,San Francisco,CA,94127,4157537800,,,LOG CABIN RANCH WWTF,06002166001,Public,18050003,Coyote,,18th Congressional District,,,,751 Phelps	,,San Francisco,CA,94124,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,37.3059 N,122.2674 W,North American Datum of 1927,Address Matching-House Number, ,Manual,16-JUL-02,N,San Francisco Estuary,1175369,Federal Accepted,Y,Y,Y,N,
194,9,CA,Santa Barbara,,SANTA YNEZ CSD,,"P. O. Box 667,",1095 Meadowvale Road,Santa Ynez,CA,93460,8056883008,,,Santa Ynez WW Collection System,06003002001,Public,18060010,Santa Ynez,,24th Congressional District,,,,1095 East Meadow Vale,,Santa Ynez,CA,93460,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,34.6151 N,120.0756 W,North American Datum of 1927,Address Matching-Nearest Intersection, ,Manual,28-OCT-02,N,,1175373,Federal Accepted,Y,,,N,Santa Ynez
195,9,CA,Santa Barbara,,Santa Barbara County Parks,Mitch Medeiros,610 Mission Canyon Road,,Santa Barbara,CA,93105,8056865076,8055682459,,Lake Cachuma County Park WWTF,06003003001,Public,18060010,Santa Ynez,,24th Congressional District,,,,San Marcos Pass Rd.,,Santa Barbara,CA,93105,,,N,N,N,N,"Collection: Separate Sewers, Treatment Plant",Wastewater,,"Collection: Separate Sewers, Treatment Plant",Wastewater,,Single Point,Center/Centroid,34.5797 N,119.9872 W,World Geodetic System of 1984,Address Matching-Block Face, ,Manual,08-NOV-04,N,,1175374,Federal Accepted,Y,Y,Y,N,
196,9,CA,San Luis Obispo,,"San Luis Obispo, City of",John Moss,879 Morro Street,,San Luis Obispo,CA,93401,8057817205,8057817198,JMOSS@CI.SAN-LUIS-OBISPO.CA.US,San Luis Obispo WRF,06003004001,Public,18060006,Central Coastal,,24th Congressional District,,CA0049224,Individual Permit,35 PRADO RD,,SAN LUIS OBISPO,CA,93401,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,35.2559 N,120.6724 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175375,Federal Accepted,N,Y,Y,N,Unincorporated areas
197,9,CA,San Luis Obispo,,ATASCADERO CSD,Mark Markwort,6500 Palma Avenue,,Atascadero,CA,93422-7225,8054617607,,,ATASCADERO WWTF,06003005001,Public,18060005,Salinas,,24th Congressional District,,,,6500 Palma Ave.,,Atascadero,CA,93422,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,35.4839 N,120.6444 W,North American Datum of 1983,Address Matching-Other, ,Manual,21-SEP-01,N,,1175376,Federal Accepted,N,Y,Y,N,Atascadero
198,9,CA,Orange,,"Fountain Valley, City of",William R. Ault,10200 Slater Avenue,,Fountain Valley,CA,92708,7145934433,,BILL.AULT@FOUNTAINVALLEY.ORG,Fountain Valley Collection System,06008072001,Public,18070203,Santa Ana,,48th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.7088 N,117.9496 W,North American Datum of 1927,Address Matching-House Number, ,Manual,06-SEP-02,N,,1176018,Federal Accepted,N,,,N,
199,9,CA,Orange,,"Yorba Linda, City of",Armando Jaime,P.O. Box 87014,,Yorba Linda,CA,92885,,,AJAIME@YORBA-LINDA.ORG,Yorba Linda Collection System,06008073001,Public,18070106,San Gabriel,,39th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.8906 N,117.8234 W,North American Datum of 1927,Address Matching-House Number, ,Manual,11-SEP-02,N,,1176019,Federal Accepted,N,,,N,
200,9,CA,Orange,,"Placentia, City of",Christopher Becker,401 E. Chapman Ave.,,Placentia,CA,92870,7149938245,7149610283,CBECKER@PLACENTIA.ORG,Placentia Collection System,06008074001,Public,18070106,San Gabriel,,39th Congressional District,46th Congressional District,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.8712 N,117.8617 W,North American Datum of 1927,Address Matching-House Number, ,Manual,10-SEP-02,N,Santa Monica Bay,1176020,Federal Accepted,N,,,N,
201,9,CA,Orange,,"Villa Park, City of",Warren W. Repke,17855 Santiago Blvd.,,Villa Park,CA,92861,7149981500,7149981508,WREPKE@VILLAPARK.ORG,Villa Park Collection System,06008075001,Public,18070203,Santa Ana,,45th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.8141 N,117.8197 W,North American Datum of 1927,Address Matching-House Number, ,Manual,11-SEP-02,N,,1176021,Federal Accepted,Y,,,N,
202,9,CA,Orange,,"Orange, City of",Harry Thomas,P.O. Box 449,,Orange,CA,92866,,,HTHOMAS@CITYOFORANGE.ORG,Orange Collection System,06008076001,Public,18070203,Santa Ana,,46th Congressional District,,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.7876 N,117.8501 W,North American Datum of 1927,Address Matching-House Number, ,Manual,10-SEP-02,N,,1176022,Federal Accepted,N,,,N,
203,9,CA,Orange,,"Tustin, City of",Tim D. Serlet,300 Centennial Way,,Tustin,CA,92780,7145733150,7147348991,TSERLET@TUSTINCA.ORG,Tustin Collection System,06008077001,Public,18070204,Newport Bay,,45th Congressional District,46th Congressional District,,,,,,,,,,N,N,N,N,Collection: Separate Sewers,Wastewater,,Collection: Separate Sewers,Wastewater,,Single Point,Facility/Station Location,33.7438 N,117.818 W,North American Datum of 1927,Address Matching-House Number, ,Manual,11-SEP-02,N,,1176023,Federal Accepted,N,,,N,
204,9,CA,Kern,,Kern County Waste Management Department,Daphne H. Washington,"2700 M Street, Suite 500",,Bakersfield,CA,93301,6618628900,6618628901,,Union Avenue Collection System,06005155001,Public,18030012,Tulare-Buena Vista Lakes,,23rd Congressional District,,,,,,,,,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System","Decentralized Wastewater Treatment, Wastewater",,Single Point,Facility/Station Location,35.3665 N,119.0018 W,North American Datum of 1927,Address Matching-Street Centerline, ,Manual,13-JAN-03,N,,1175673,Federal Accepted,N,,,N,Kern
205,9,CA,Tuolumne,,GROVELAND CSD,,,,,CA,,,,,GROVELAND WWTF,06005159001,Public,18040002,Middle San Joaquin-Lower Merced- Lower Stanislaus,,4th Congressional District,,,,18966 Ferretti Rd,,"Groveland,",CA,95321,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,37.8204 N,121.0122 W,North American Datum of 1983,Zipcode-Centroid, ,Manual,01-OCT-01,N,San Francisco Estuary,1175677,Federal Accepted,Y,Y,Y,N,Unincorporated areas
206,9,CA,Mariposa,,MARIPOSA P.U.D.,Mark Rowney,P.O. Box 494,,Mariposa,CA,95338-0494,2099665356,,,MARIPOSA WWTF,06005161001,Public,18040007,Upper Chowchilla-Upper Fresno,,4th Congressional District,,CA0079430,Individual Permit,4956 MILLER RD,,MARIPOSA,CA,95338,,,N,N,N,N,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,"Collection: Separate Sewers, Onsite Wastewater Treatment System, Treatment Plant","Decentralized Wastewater Treatment, Wastewater",,Single Point,Center/Centroid,37.4789 N,119.9598 W,North American Datum of 1983,Address Matching-House Number,,NPDES Permit,,N,,1175679,Federal Accepted,Y,Y,Y,N,Unincorporated areas
