CWNS Number,Facility/Project Name,Discharge Method,Present Discharge,Present Flow %,Present Discharge To Facility,Present Discharge To Facility Name,Present Effluent Treatment Level,Present Disinfection,Present BOD Removal,Present Nitrogen Removal,Present Phosphorous Removal,Present Ammonia Removal,Projected Discharge,Projected Flow %,Projected Discharge To Facility,Projected Discharge To Facility Name,Projected Effluent Treatment Level,Projected Disinfection,Projected BOD Removal,Projected Nitrogen Removal,Projected Phosphorous Removal,Projected Ammonia Removal,Permit Number,Permit Type,Authority Name,County Name,Watershed Name,Watershed HUC,Congressional District,State,Region,Map
13000769001,QUITMAN,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"QUITMAN, CITY OF",Brooks,Withlacoochee,03110203,8th Congressional District,GA,4,MAP
13000776001,REYNOLDS WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,N,Y,,Y,Y,GA0020729,Individual Permit,Reynolds,Taylor,Upper Flint,03130005,2nd Congressional District,GA,4,MAP
13000778001,RICHLAND POND,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0021539,Individual Permit,"RICHLAND, CITY OF",Stewart,Kinchafoonee-Muckalee,03130007,2nd Congressional District,GA,4,MAP
13000779001,RICHMOND HILL WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,N,Y,,Y,Y,GA0037648,Individual Permit,Richmond Hill,Bryan,Lower Ogeechee,03060202,1st Congressional District,GA,4,MAP
13000781001,RINCON WPCP,Outfall To Surface Waters,Y,90,,,Advanced Treatment,N,Y,,,Y,Y,60,,,Advanced Treatment,N,Y,,,Y,GA0046442,Individual Permit,Rincon,Effingham,Lower Savannah,03060109,1st Congressional District,GA,4,MAP
13000781001,RINCON WPCP,Reuse: Irrigation,Y,10,,,Advanced Treatment,N,Y,,,Y,Y,40,,,Advanced Treatment,N,Y,,,Y,GA0046442,Individual Permit,Rincon,Effingham,Lower Savannah,03060109,1st Congressional District,GA,4,MAP
13000782001,RINGGOLD WPCP,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"RINGGOLD, TOWN OF",Catoosa,Middle Tennessee-Chickamauga,06020001,14th Congressional District,GA,4,MAP
13000784001,ROBERTA WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0020834,Individual Permit,"ROBERTA, CITY OF",Crawford,Upper Flint,03130005,2nd Congressional District,GA,4,MAP
13000785001,ROCKMART WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,N,Y,,Y,,GA0026042,Individual Permit,"ROCKMART, CITY OF",Polk,Etowah,03150104,14th Congressional District,GA,4,MAP
13000791001,SANDERSVILLE WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0032051,Individual Permit,Sandersville,Washington,Lower Oconee,03070102,10th Congressional District,GA,4,MAP
13000792001,SANTA CLAUS WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0050059,Individual Permit,"SANTA CLAUS, CITY OF",Toombs,Ohoopee,03070107,12th Congressional District,GA,4,MAP
13000793001,SARDIS WTCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0020893,Individual Permit,Sardis,Burke,Brier,03060108,12th Congressional District,GA,4,MAP
13000795001,SCOTLAND POND,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0032344,Individual Permit,"SCOTLAND, TOWN OF",Telfair,Little,03060105,8th Congressional District,GA,4,MAP
13000796001,SCREVEN LAS,Spray Irrigation,Y,,,,Advanced Primary,N,,,,,Y,,,,Advanced Primary,N,,,,,,,"SCREVEN, TOWN OF",Wayne,Satilla,03070201,1st Congressional District,GA,4,MAP
13000797001,SENOIA LAS,Spray Irrigation,Y,,,,Advanced Primary,N,,,,,Y,,,,Advanced Primary,N,,,,,,,"SENOIA, CITY OF",Coweta,Upper Flint,03130005,3rd Congressional District,GA,4,MAP
13000800001,SHELLMAN WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,GA0032361,Individual Permit,"SHELLMAN, CITY OF",Randolph,Ichawaynochaway,03130009,2nd Congressional District,GA,4,MAP
13000800003,Crooked Creek WRF,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,Y,Y,Y,Y,100,,,Advanced Treatment,Y,Y,Y,Y,Y,GA0026433,Individual Permit,Gwinnett County Board of Commissioners,Gwinnett,Middle Chattahooche,03130003,7th Congressional District,GA,4,MAP
13000804001,SOPERTON WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,,Y,,,,Advanced Treatment,Y,Y,,,,GA0020826,Individual Permit,"SOPERTON, CITY OF",Treutlen,Lower Oconee,03070102,12th Congressional District,GA,4,MAP
13000805001,SPARKS WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0021563,Individual Permit,"SPARKS, TOWN OF",Cook,Withlacoochee,03110203,8th Congressional District,GA,4,MAP
13000806001,SPARTA POND,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0025593,Individual Permit,"SPARTA, CITY OF",Hancock,Lower Oconee,03070102,10th Congressional District,GA,4,MAP
13000807001,SPRINGFIELD WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,GA0020770,Individual Permit,"SPRINGFIELD, CITY OF",Effingham,Lower Savannah,03060109,12th Congressional District,GA,4,MAP
13000811001,STEPHAN D. PURIFOY WPCP,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Advanced Treatment,Y,Y,,Y,Y,GA0023337,Individual Permit,Stockbridge,Henry,Upper Ocmulgee,03070103,13th Congressional District,GA,4,MAP
13000814001,SWAINSBORO WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,N,Y,,,,GA0020346,Individual Permit,"SWAINSBORO, CITY OF",Emanuel,Ohoopee,03070107,12th Congressional District,GA,4,MAP
13000815001,SYLVANIA WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,GA0021385,Individual Permit,"SYLVANIA, CITY OF",Screven,Lower Savannah,03060109,12th Congressional District,GA,4,MAP
13000816001,SYLVESTER LAS,Spray Irrigation,Y,100,,,Primary (45mg/l< BOD),N,,,,,Y,100,,,Primary (45mg/l< BOD),N,,,,,,,"SYLVESTER, CITY OF",Worth,Little,03110204,8th Congressional District,GA,4,MAP
13000822001,TEMPLE LAS,Spray Irrigation,Y,,,,Advanced Primary,N,,,,,Y,,,,Advanced Primary,N,,,,,,,"TEMPLE, TOWN OF",Carroll,Upper Tallapoosa,03150108,3rd Congressional District,GA,4,MAP
13000823001,TENNILLE WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0049956,Discharge,"TENNILLE, CITY OF",Washington,Ohoopee,03070107,10th Congressional District,GA,4,MAP
13000825001,THOMSON WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,Y,Y,,Y,Y,GA0020974,Individual Permit,"THOMSON, CITY OF",McDuffie,Little,03060105,10th Congressional District,GA,4,MAP
13000827001,TOCCOA CREEK WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,GA0021806,Individual Permit,"TOCCOA, CITY OF",Stephens,Tugaloo,03060102,9th Congressional District,GA,4,MAP
13000827002,EASTANOLLE CREEK WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,GA0021814,Individual Permit,"TOCCOA, CITY OF",Stephens,Tugaloo,03060102,9th Congressional District,GA,4,MAP
13000830001,TRENTON WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0026221,Individual Permit,"TRENTON, TOWN OF",Dade,Middle Tennessee-Chickamauga,06020001,14th Congressional District,GA,4,MAP
13000833001,TYTY WPCP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,35,,,Secondary,N,,,,,GA0025500,Individual Permit,Ty Ty,Tift,Little,03110204,8th Congressional District,GA,4,MAP
13000833001,TYTY WPCP,Spray Irrigation,N,,,,Secondary,N,,,,,Y,65,,,Secondary,N,,,,,GA0025500,Individual Permit,Ty Ty,Tift,Little,03110204,8th Congressional District,GA,4,MAP
13000834001,UNADILLA LAS,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"UNADILLA, TOWN OF",Dooly,Lower Ocmulgee,03070104,2nd Congressional District,GA,4,MAP
13000835001,UNION POINT WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0025429,Individual Permit,"UNION POINT, TOWN OF",Greene,Upper Ogeechee,03060201,10th Congressional District,GA,4,MAP
13000840001,NORTH WPCP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,GA0027171,Individual Permit,"VILLA RICA, CITY OF",Carroll,Etowah,03150104,13th Congressional District,GA,4,MAP
13000840002,WEST WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,Y,Y,,,,Advanced Treatment,N,Y,,,Y,GA0027162,Individual Permit,"VILLA RICA, CITY OF",Carroll,Upper Tallapoosa,03150108,13th Congressional District,GA,4,MAP
13000842001,WADLEY Pond,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0021024,Individual Permit,Wadley,Jefferson,Upper Ogeechee,03060201,10th Congressional District,GA,4,MAP
13000845001,WARM SPRINGS WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,GA0001601,Individual Permit,"WARM SPRINGS, CITY OF",Meriwether,Upper Flint,03130005,3rd Congressional District,GA,4,MAP
13000846001,WARRENTON (NORTHSIDE WPCP),Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0032778,Individual Permit,"WARRENTON, CITY OF",Warren,Upper Ogeechee,03060201,10th Congressional District,GA,4,MAP
13000846001,WARRENTON (NORTHSIDE WPCP),Discharge To Another Facility,Y,100,13000846003,WARRENTON (SOUTHSIDE WPCP),Secondary,N,,,,,Y,100,13000846003,WARRENTON (SOUTHSIDE WPCP),Secondary,N,,,,,GA0032778,Individual Permit,"WARRENTON, CITY OF",Warren,Upper Ogeechee,03060201,10th Congressional District,GA,4,MAP
13000846003,WARRENTON (SOUTHSIDE WPCP),Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0032786,Individual Permit,"WARRENTON, CITY OF",Warren,Upper Ogeechee,03060201,10th Congressional District,GA,4,MAP
13000847001,WASHINGTON WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0031101,Individual Permit,"WASHINGTON, CITY OF",Wilkes,Little,03060105,10th Congressional District,GA,4,MAP
13000849001,WAYNESBORO WPCP,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Secondary,Y,,,,,GA0038466,Individual Permit,Waynesboro,Burke,Brier,03060108,12th Congressional District,GA,4,MAP
13000851001,WEST POINT WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0020052,Individual Permit,"WEST POINT, CITY OF",Troup,Middle Chattahoochee-Lake Harding,03130002,3rd Congressional District,GA,4,MAP
13000856001,WINDER MARBURG CR WPCP,Outfall To Surface Waters,Y,,,,Advanced Treatment,N,Y,,Y,Y,Y,,,,Advanced Treatment,N,Y,,Y,Y,GA0023191,Individual Permit,Winder,Barrow,Alapaha,03110202,10th Congressional District,GA,4,MAP
13000859001,WOODBURY LAS,Spray Irrigation,Y,,,,Advanced Primary,N,,,,,Y,,,,Advanced Primary,N,,,,,,,"WOODBURY, TOWN OF",Meriwether,Upper Flint,03130005,3rd Congressional District,GA,4,MAP
13000862002,WRIGHTSVILLE WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0032395,Individual Permit,"WRIGHTSVILLE, CITY OF",Johnson,Ohoopee,03070107,10th Congressional District,GA,4,MAP
13000864002,YOUNG HARRIS WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0022462,Individual Permit,"YOUNG HARRIS, CITY OF",Towns,Hiwassee,06020002,9th Congressional District,GA,4,MAP
13000865001,ZEBULON WPCP,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0049476,Individual Permit,"ZEBULON, CITY OF",Pike,Upper Flint,03130005,3rd Congressional District,GA,4,MAP
13000867001,WOODSTOCK WPCF,Outfall To Surface Waters,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,GA0026263,Individual Permit,Woodstock,Cherokee,Etowah,03150104,11th Congressional District,GA,4,MAP
13000868001,ARAGON WPCP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,Y,,,Y,100,,,Advanced Treatment,Y,Y,Y,Y,,GA0026182,Individual Permit,POLK COUNTY,Polk,Etowah,03150104,14th Congressional District,GA,4,MAP
13000999005,Oconee County Rocky Branch WPCP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,,Y,,Y,100,,,Advanced Treatment,Y,Y,,Y,,GA0038806,Individual Permit,Oconee County Board of Commissioners,Oconee,Upper Oconee,03070101,10th Congressional District,GA,4,MAP
13000999007,Adairsville North WPCP,Outfall To Surface Waters,Y,100,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,N,,,Y,,GA0046035,Individual Permit,CITY OF ADAIRSVILLE - NORTH,Bartow,Oostanaula,03150103,14th Congressional District,GA,4,MAP
13000999009,Southeast WPCP Bartow County,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Advanced Treatment,Y,Y,,Y,Y,GA0037664,Individual Permit,Bartow County,Bartow,Etowah,03150104,11th Congressional District,GA,4,MAP
13000999020,Point Peter WPCP St Marys,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,Y,Y,Y,100,,,Advanced Treatment,N,Y,,Y,Y,GA0039047,Individual Permit,St Marys,Camden,St. Marys,03070204,1st Congressional District,GA,4,MAP
13000999021,Decatur County,Outfall To Surface Waters,Y,,,,Secondary,Y,,,,,Y,,,,Secondary,Y,,,,,GA0033511,Individual Permit,Decatur County,Decatur,Lower Flint,03130008,2nd Congressional District,GA,4,MAP
13000999021,Decatur County,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Secondary,Y,,,,,GA0033511,Individual Permit,Decatur County,Decatur,Lower Flint,03130008,2nd Congressional District,GA,4,MAP
13000999022,Columbia County Little River WPCP,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Advanced Treatment,Y,Y,,Y,Y,GA0047775,Individual Permit,Columbia County,Columbia,Middle Savannah,03060106,12th Congressional District,GA,4,MAP
13000999024,South Central WPCP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,Y,Y,Y,100,,,Advanced Treatment,N,Y,,Y,Y,GA0038709,Individual Permit,Douglasville-Douglas County Water & Sewer Auth,Douglas,Middle Chattahoochee-Lake Harding,03130002,13th Congressional District,GA,4,MAP
13000999025,Sweetwater Creek WPCP,Reuse: Industrial,Y,34,,,Advanced Treatment,Y,Y,,Y,Y,Y,10,,,Advanced Treatment,Y,Y,,Y,Y,GA0047201,Individual Permit,Douglasville-Douglas County Water & Sewer Auth,Douglas,Middle Chattahoochee-Lake Harding,03130002,13th Congressional District,GA,4,MAP
13000999025,Sweetwater Creek WPCP,Outfall To Surface Waters,Y,66,,,Advanced Treatment,Y,Y,,Y,Y,Y,90,,,Advanced Treatment,Y,Y,,Y,Y,GA0047201,Individual Permit,Douglasville-Douglas County Water & Sewer Auth,Douglas,Middle Chattahoochee-Lake Harding,03130002,13th Congressional District,GA,4,MAP
13000999026,Dawson Forest WRF,Spray Irrigation,Y,100,,,Secondary,N,,,,,Y,100,,,Advanced Treatment,N,Y,,,Y,,,Etowah Water and Sewer Authority,Dawson,Etowah,03150104,9th Congressional District,GA,4,MAP
13000999027,Loganville,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,,,Y,Y,100,,,Advanced Treatment,Y,Y,,,Y,GA0020788,Individual Permit,Loganville,Walton,Upper Ocmulgee,03070103,10th Congressional District,GA,4,MAP
13000999031,Effingham County,Reuse: Irrigation,Y,100,,,Advanced Treatment,Y,Y,,,Y,Y,100,,,Advanced Treatment,Y,Y,,,Y,,,Effingham County,Effingham,Upper Savannah,03060103,1st Congressional District,GA,4,MAP
13000999033,E L Huie-Casey Natural Treatment System,Outfall To Surface Waters,N,,,,Secondary,N,,,,,Y,28,,,Advanced Treatment,Y,Y,,Y,Y,GA0038423,Individual Permit,Clayton County Water Authority,Clayton,Upper Ocmulgee,03070103,13th Congressional District,GA,4,MAP
13000999033,E L Huie-Casey Natural Treatment System,Spray Irrigation,Y,100,,,Secondary,N,,,,,Y,72,,,Advanced Treatment,Y,Y,,Y,Y,GA0038423,Individual Permit,Clayton County Water Authority,Clayton,Upper Ocmulgee,03070103,13th Congressional District,GA,4,MAP
13000999036,Twiggs County WPCP,Spray Irrigation,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,Twiggs County,Twiggs,Lower Oconee,03070102,8th Congressional District,GA,4,MAP
13000999037,Winder Cedar Cr WPCP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,Y,,Y,Y,Y,100,,,Advanced Treatment,Y,Y,,Y,Y,GA0038776,Individual Permit,Winder,Barrow,Upper Oconee,03070101,10th Congressional District,GA,4,MAP
13009990003,Barrow County Barber Cr WPCP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,,,Y,100,,,Advanced Treatment,N,Y,,,,GA0038733,Individual Permit,Barrow County Board of Commissioners,Barrow,Upper Oconee,03070101,10th Congressional District,GA,4,MAP
15000001001,HILO WWTF,Ocean Discharge,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,HI0021377,Individual Permit,"HAWAII, COUNTY OF",Hawaii,Hawaii,20010000,2nd Congressional District,HI,9,MAP
15000001002,PAPAIKOU/PAUKAA WWTF,Ocean Discharge,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,HI0021113,Individual Permit,"HAWAII,COUNTY OF",Hawaii,Hawaii,20010000,2nd Congressional District,HI,9,MAP
15000001003,KULAIMANO WWTF,Ocean Discharge,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,HI0020770,Individual Permit,"HAWAII, COUNTY OF",Hawaii,Hawaii,20010000,2nd Congressional District,HI,9,MAP
15000001005,KEALAKEHE WWTP,Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Advanced Treatment,Y,Y,Y,,,,,"HAWAII, COUNTY OF",Hawaii,Hawaii,20010000,2nd Congressional District,HI,9,MAP
15000001012,HONOKAA WWTF,Deep Well,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,"HAWAII, COUNTY OF",Hawaii,Hawaii,20010000,2nd Congressional District,HI,9,MAP
15000003001,SAND ISLAND WWTP,Ocean Discharge,Y,,,,Primary (45mg/l< BOD),N,,,,,Y,,,,Primary (45mg/l< BOD),N,,,,,HI0020117,Individual Permit,"HONOLULU, CITY AND CO",Honolulu,Oah,20060000,1st Congressional District,HI,9,MAP
15000003002,KAILUA WWTP,Ocean Discharge,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,HI0021296,Individual Permit,"HONOLULU, CITY & CO",Honolulu,Oah,20060000,2nd Congressional District,HI,9,MAP
15000003010,HONOULIULI WWTP,Reuse: Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,HI0020877,Individual Permit,"HONOLULU, CITY & CO",Honolulu,Oah,20060000,2nd Congressional District,HI,9,MAP
15000003010,HONOULIULI WWTP,Ocean Discharge,Y,,,,Secondary,N,,,,,Y,,,,Secondary,Y,,,,,HI0020877,Individual Permit,"HONOLULU, CITY & CO",Honolulu,Oah,20060000,2nd Congressional District,HI,9,MAP
15000003011,KAHUKU WWTP,Deep Well,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,"HONOLULU, CITY AND CO",Honolulu,Oah,20060000,2nd Congressional District,HI,9,MAP
15000003012,PAALAA KAI WWTP,Deep Well,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,,,"HONOLULU, CITY & CO",Honolulu,Oah,20060000,2nd Congressional District,HI,9,MAP
15000003019,WAHIAWA WWTP,Reuse: Irrigation,Y,100,,,Advanced Treatment,Y,Y,,,,Y,100,,,Advanced Treatment,Y,Y,,,,,,HONOLULU CITY AND CO,Honolulu,Oah,20060000,2nd Congressional District,HI,9,MAP
15000003021,WAIMANALO WWTF,Deep Well,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,HONOLULU CITY AND CO,Honolulu,Oah,20060000,2nd Congressional District,HI,9,MAP
15000003022,WAIANAE WWTP,Ocean Discharge,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,HI0020109,Individual Permit,HONOLULU CITY AND CO,Honolulu,Oah,20060000,2nd Congressional District,HI,9,MAP
15000007001,LIHUE WWTF,Deep Well,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,KAUAI COUNTY,Kauai,Kauai,20070000,2nd Congressional District,HI,9,MAP
15000007001,LIHUE WWTF,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,KAUAI COUNTY,Kauai,Kauai,20070000,2nd Congressional District,HI,9,MAP
15000007002,WAILUA WWTF,Spray Irrigation,N,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,HI0020257,Individual Permit,KAUAI COUNTY,Kauai,Kauai,20070000,2nd Congressional District,HI,9,MAP
15000007002,WAILUA WWTF,Ocean Discharge,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,HI0020257,Individual Permit,KAUAI COUNTY,Kauai,Kauai,20070000,2nd Congressional District,HI,9,MAP
15000007003,WAIMEA WWTF  (Kauai),Deep Well,Y,,,,Advanced Treatment,Y,Y,Y,Y,Y,Y,,,,Advanced Treatment,Y,Y,Y,Y,Y,,,KAUAI COUNTY,Kauai,Kauai,20070000,2nd Congressional District,HI,9,MAP
15000007004,ELEELE WWTF,Deep Well,Y,100,,,Secondary,N,,,,,N,,,,Secondary,Y,,,,,,,KAUAI COUNTY,Kauai,Kauai,20070000,2nd Congressional District,HI,9,MAP
15000007004,ELEELE WWTF,Reuse: Irrigation,N,,,,Secondary,N,,,,,Y,100,,,Secondary,Y,,,,,,,KAUAI COUNTY,Kauai,Kauai,20070000,2nd Congressional District,HI,9,MAP
15000009001,WAILUKU-KAHULUI WWTF,Discharge To Groundwater,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,,,MAUI COUNTY,Maui,Maui,20020000,2nd Congressional District,HI,9,MAP
15000009002,LAHAINA WWRF,Spray Irrigation,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,,,MAUI COUNTY,Maui,Maui,20020000,2nd Congressional District,HI,9,MAP
15000009002,LAHAINA WWRF,Discharge To Groundwater,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,,,MAUI COUNTY,Maui,Maui,20020000,2nd Congressional District,HI,9,MAP
15000009003,KIHEI WWTF,Discharge To Groundwater,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,,,MAUI COUNTY,Maui,Maui,20020000,2nd Congressional District,HI,9,MAP
15000009003,KIHEI WWTF,Spray Irrigation,Y,,,,Advanced Treatment,N,Y,,,,Y,,,,Advanced Treatment,N,Y,,,,,,MAUI COUNTY,Maui,Maui,20020000,2nd Congressional District,HI,9,MAP
15000009004,KAUNAKAKAI WWTF,Discharge To Groundwater,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,MAUI COUNTY,Maui,Molokai,20050000,2nd Congressional District,HI,9,MAP
15000009005,LANAI CITY WWTF,Spray Irrigation,Y,,,,Secondary,N,,,,,Y,,,,Secondary,N,,,,,,,MAUI COUNTY,Maui,Lanai,20040000,2nd Congressional District,HI,9,MAP
16000000459,Elk Bend Sewer System,Discharge To Groundwater,Y,100,,,Secondary,N,,,,,Y,100,,,Secondary,N,,,,,,,Elk Bend Sewer District,Lemhi,Middle Salmon-Panther,17060203,2nd Congressional District,ID,10,MAP
16000000461,Carlin Bay Wastewater System,Spray Irrigation,Y,0,,,Advanced Primary,N,,,,,Y,100,,,Secondary,N,,,,,,,Carlin Bay Property Owners Association,Kootenai,Coeur D'alene Lake,17010303,1st Congressional District,ID,10,MAP
16000001001,POCATELLO STP,Spray Irrigation,Y,50,,,Secondary,Y,,,,,Y,50,,,Advanced Treatment,Y,Y,,Y,,ID0021784,Individual Permit,"POCATELLO, CITY OF",Bannock,Portneuf,17040208,2nd Congressional District,ID,10,MAP
16000001001,POCATELLO STP,Outfall To Surface Waters,Y,50,,,Secondary,Y,,,,,Y,50,,,Advanced Treatment,Y,Y,,Y,,ID0021784,Individual Permit,"POCATELLO, CITY OF",Bannock,Portneuf,17040208,2nd Congressional District,ID,10,MAP
16000002001,LEWISTON S/T PLANT,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Secondary,Y,,,,,ID0022055,Individual Permit,"LEWISTON, CITY OF",Nez Perce,Clearwater,17060306,1st Congressional District,ID,10,MAP
16000004001,TWIN FALLS STP,Outfall To Surface Waters,Y,100,,,Advanced Treatment,Y,,,,Y,Y,100,,,Advanced Treatment,Y,,,Y,Y,ID0021270,Individual Permit,"TWIN FALLS, CITY OF",Twin Falls,Upper Snake-Rock,17040212,2nd Congressional District,ID,10,MAP
16000005001,"BOISE, CITY OF- LANDER STREET",Outfall To Surface Waters,Y,100,,,Advanced Treatment,N,Y,,Y,,Y,100,,,Advanced Treatment,N,Y,,Y,,ID0020443,Individual Permit,"BOISE, CITY OF",Ada,Lower Boise,17050114,2nd Congressional District,ID,10,MAP
16000005002,"BOISE, CITY OF--WEST BOISE",Outfall To Surface Waters,Y,,,,Advanced Treatment,Y,Y,,,Y,Y,,,,Advanced Treatment,Y,Y,,Y,Y,ID0023981,Individual Permit,"BOISE, CITY OF",Ada,Lower Boise,17050114,1st Congressional District,ID,10,MAP
16000006001,COEUR D ALENE S/T PLANT,Outfall To Surface Waters,Y,100,,,Secondary,Y,,,,,Y,100,,,Advanced Treatment,Y,,,Y,Y,ID0022853,Individual Permit,"COEUR D ALENE, CITY OF",Kootenai,Upper Spokane,17010305,1st Congressional District,ID,10,MAP
