PARAMETER_CODE,PARAMETER_DESC,POLLUTANT_CODE,STATUS_FLAG,UNIT_GROUP_CODE,PERCENT_REMOVAL_FLAG,PERCENT_EXCEEDENCE_FLAG,SNC_FLAG,CATEGORY
TZT3C,Pass/Fail Reproduction 21 Day Chronic Daphnia Magna,4677,A,55,N,N,,Total Toxics
TRB3C,% Survival Static 96Hr Acute Daphnia Magna,4677,A,16,,Y,,Total Toxics
TRN3C,% Survival Static Renewal 96Hr  Acute Daphnia Magna,4677,A,16,,Y,,Total Toxics
TJT3C,% Mortality 21 Day Chronic Daphnia Magna,4677,A,16,,Y,,Total Toxics
TLT3C,Pass/Fail Survival 21 Day Chronic Daphnia Magna,4677,A,55,N,N,,Total Toxics
TQT3C,% Coefficient Of Variation 21 Day Chronic Daphnia Magna,4677,A,16,,Y,,Total Toxics
TSI3B,Static 24 Hr Acute Ceriodaphnia Dubia,4677,A,49,,Y,,Total Toxics
TCO3B,%Effect Statre 4Day Chronic Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TCO3D,%Effect Statre 4Day Chronic D. Pulex,4677,A,16,,Y,,Total Toxics
TCO3E,% Effect Statre 4Day Chronic Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TCO6A,%Effect Statre 4Day Chronic Cyprinodon,4677,A,16,,Y,,Total Toxics
TCO6B,%Effect Statre 4Day Chronic Menidia,4677,A,16,,Y,,Total Toxics
TCO6C,%Effect Statre 4Day Chronic Pimephales,4677,A,16,,Y,,Total Toxics
TCO6E,%Effect Statre 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TCP1A,%Effect Statre 7Day Chronic Selen. Capr.,4677,A,16,,Y,,Total Toxics
TCP1B,%Effect Statre 7Day Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TCP1C,%Effect Statre 7Day Chronic Champia,4677,A,16,,Y,,Total Toxics
TCP3A,%Effect Statre 7Day Chronic Arbacia,4677,A,16,,Y,,Total Toxics
TCP3B,%Effect Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,,Y,,Total Toxics
TCP3C,%Effect Statre 7Day Chronic D. Magna,4677,A,16,,Y,,Total Toxics
TCP3D,%Effect Statre 7Day Chronic D. Pulex,4677,A,16,,Y,,Total Toxics
TCP3E,% Effect Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,,Y,,Total Toxics
TCP3X,%Eff 7D Chronic Statre D. Ambigua,4677,A,16,,Y,,Total Toxics
TCP6A,%Effect Statre 7Day Chronic Cyprinodon,4677,A,16,,Y,,Total Toxics
TCP6B,%Effect Statre 7Day Chronic Menidia,4677,A,16,,Y,,Total Toxics
TCP6C,%Effect Statre 7Day Chronic Pimephales,4677,A,16,,Y,,Total Toxics
TCP6E,%Effect Statre 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TCW6E,%Effect Flth 48Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TCX6E,%Effect Flth 96Hr Acute Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TCY6E,%Effect Flth 4Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TCZ6E,%Effect Flth 7Day Chronic Lepomis Macrochi,4677,A,16,,Y,,Total Toxics
TDA3B,Noael Static 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TDA3D,Noael Static 48Hr Acute D. Pulex,4677,A,16,,Y,,Total Toxics
TDA3E,Noael Static 48Hr Acute Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TDA6B,Noael Static 48Hr Acute Menidia,4677,A,16,,Y,,Total Toxics
TDA6C,Noael Static 48Hr Acute Pimephales,4677,A,16,,Y,,Total Toxics
TDA6E,NOEAL Static 48Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TDA6F,Noael Static 48Hr Acute Salvel. Salmonid,4677,A,16,,Y,,Total Toxics
TDB6E,Noael Static 96Hr Acute Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TDC6E,Noael Static 4Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TDD6E,Noael Static 7Day Chronic Lepomis Macrochirus,4677,A,16,,Y,,Total Toxics
TDE1B,Noael 1Hr Chronic L. Minor,4677,A,16,,Y,,Total Toxics
TDE6E,NOAEL Static 1Hr Chronic Lepomis macrochirus,4677,A,16,,Y,,Total Toxics
TDM1A,Noael Statre 48Hr Acute Selen. Capr.,4677,A,16,,Y,,Total Toxics
TDM1B,Noael Statre 48Hr Acute L. Minor,4677,A,16,,Y,,Total Toxics
TDM1C,Noael Statre 48Hr Acu. Champia,4677,A,16,,Y,,Total Toxics
TDM3A,Noael Statre 48Hr Acute Arbacia,4677,A,16,,Y,,Total Toxics
TDM3B,Noael Statre 48Hr Acute Ceriodaphnia,4677,A,16,,Y,,Total Toxics
TDM3C,Noael Statre 48Hr Acute D. Magna,4677,A,16,,Y,,Total Toxics
TDM3D,Noael Statre 48Hr Acute D. Pulex,4677,A,16,,Y,,Total Toxics
TDM3E,Noael Statre 48Hr Acute Mysid. Bahia,4677,A,16,,Y,,Total Toxics
TDM6A,Noael Statre 48Hr Acute Cyprinodon,4677,A,16,,Y,,Total Toxics
TDM6B,Noael Statre 48Hr Acute Menidia,4677,A,16,,Y,,Total Toxics
TRX6L,% Survival Flow Through 96Hr Acute Atherinops affinis,4677,A,16,N,Y,,Total Toxics
TSX6L,Flow Through 96Hr Acute Atherinops Affinis,4677,A,49,N,Y,,Total Toxics
TGX6C,Pass/Fail Flow Through 96Hr Acute Pimephales promelas,4677,A,151,N,Y,,Total Toxics
TGA3Y,Pass/Fail Static 48Hr Acute Hyalella azteca,4677,A,55,N,N,,Total Toxics
TGP3A,Pass/Fail Static Renewal 7 Day Chronic Arbacia,4677,A,55,N,N,,Total Toxics
TRA6C,% Survival Static 48Hr Acute Pimephales promelas,4677,A,16,N,Y,,Total Toxics
TRP6B,IC25 Static Renewal 7 Day Chronic Menidia menidia,4677,A,16,N,Y,,Total Toxics
TRP3E,IC25 Static Renewal 7 Day Chronic Mysidopsis bahia,4677,A,16,N,Y,,Total Toxics
TFO6B,Half Low Flow Pass/Fail Static Renewal 7 Day Chronic Menidia menidia,4677,A,55,N,N,,Total Toxics
TRX6J,% Survival Flow Through 96Hr Acute Menidia beryllina,4677,A,16,N,Y,,Total Toxics
TSB6A,Static 96Hr Acute Cyprinodon variegatus,4677,A,49,N,Y,,Total Toxics
TGW6C,Pass/Fail Flow Through 48Hr Acute Pimephales promelas,4677,A,49,N,Y,,Total Toxics
TTP3Z,Static Renewal 7-Day Chronic Americamysis bahia,4677,A,49,N,Y,,Total Toxics
TGN6L,Pass/Fail Static Renewal 96Hr Acute Atherinops affinis,4677,A,55,N,N,,Total Toxics
TRI3W,% Survival Static 24Hr Acute Tripneustes gratilla,4677,A,16,N,Y,,Total Toxics
TDA3Z,NOAEL Static 48Hr Acute Americamysis bahia,4677,A,90,N,Y,,Total Toxics
TSA3Z,Static 48Hr Acute  Americamysis bahia,4677,A,49,N,Y,,Total Toxics
TGN3Q,Pass/Fail Static Renewal 96Hr Acute Holmesimysis costata,4677,A,55,N,Y,,Total Toxics
TRN3Z,% Survival Static Renewal 96Hr Acute Americamysis bahia,4677,A,16,N,Y,,Total Toxics
TRN3Q,% Survival Static Renewal 96Hr Acute Holmesimysis costata,4677,A,16,N,Y,,Total Toxics
TGN3Z,Pass/Fail Static Renewal 96Hr Acute Americamysis bahia,4677,A,55,N,N,,Total Toxics
TSN3Q,Static Renewal 96HR Acute Holmesimysis costata,4677,A,49,N,Y,,Total Toxics
TGN6A,Pass/Fail Static Renewal 96Hr Acute Cyprinodon variegatus,4677,A,55,N,N,,Total Toxics
TSB3Z,Static Renewal 96Hr Acute Americamysis bahia,4677,A,49,N,Y,,Total Toxics
TSN3Z,Static Renewal 96HR Acute Americamysis bahia,4677,A,49,N,Y,,Total Toxics
TGN6J,Pass/Fail Static Renewal 96Hr Acute Menidia beryllina,4677,A,55,N,N,,Total Toxics
TXM3C,LOEC Lethal Survival Static Renewal 48HR Acute Daphnia magna,4677,A,90,N,Y,,Total Toxics
T3P3B,NOEC Static Renewal 7Day Chronic Ceriodaphnia dubia,4677,A,16,,Y,,Total Toxics
TWP3C,Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,55,N,N,,Total Toxics
TLP3C,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Daphnia magna,4677,A,55,N,N,,Total Toxics
TPP3C,NOEC Sub-Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,,Total Toxics
TOP3C,NOEC Lethal Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,,Total Toxics
51710,Whole Effluent Toxicity [WET] - C. dubia,4677,A,151,N,Y,,Total Toxics
51713,Whole Effluent Toxicity [WET] - M. bahia,4677,A,151,N,Y,,Total Toxics
51714,Whole Effluent Toxicity [WET] - P. promelas,4677,A,151,N,Y,,Total Toxics
TRP3X,IC25 Static Renewal 7 Day Chronic Daphnia ambigua,4677,A,16,N,Y,,Total Toxics
TAM3X,LC50 Static Renewal 48Hr Acute Daphnia ambigua,4677,A,16,N,Y,,Total Toxics
T3P6C,NOEC Static Renewal 7Day Chronic Pimephales promelas,4677,A,16,,Y,,Total Toxics
TRB3Z,% Survival Static 96Hr Acute Americamysis bahia,4677,A,16,N,Y,,Total Toxics
TYP3C,LOEC Sub-Lethal Reproduction Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,,Total Toxics
TXP3C,LOEC Lethal Survival Static Renewal 7 Day Chronic Daphnia magna,4677,A,16,N,Y,,Total Toxics
51711,Whole Effluent Toxicity [WET] - D. pulex,4677,A,151,N,Y,,Total Toxics
51712,Whole Effluent Toxicity [WET] - M. beryllina,4677,A,151,N,Y,,Total Toxics
TGS3W,Pass/Fail Static 20 Minute Fertilization Chronic Tripneustes gratilla,4677,A,156,N,N,,Total Toxics
TCN6L,%Effect Static Renewal 96Hr Acute Atherinops affinis,4677,A,16,N,Y,,Total Toxics
TCN6J,%Effect Static Renewal 96Hr Acute Menidia beryllina,4677,A,16,N,Y,,Total Toxics
TGK3R,Pass/Fail Static 48Hr Chronic Haliotis rufescens,4677,A,55,N,N,,Total Toxics
TGS3N,Pass/Fail Static 20 Minute Fertilization Chronic Dendraster excentricus,4677,A,55,N,N,,Total Toxics
TGB3Q,Pass/Fail Static 96Hr Acute Holmesimysis costata,4677,A,55,N,N,,Total Toxics
TGS3L,Pass/Fail Static 20 Minute Fertilization Chronic Strongylocentrotus purpuratus,4677,A,55,N,N,,Total Toxics
TGB6J,Pass/Fail Static 96Hr Acute Menidia beryllina,4677,A,55,N,N,,Total Toxics
TCC1E,%Effect Static 4 Day Chronic Raphidocelis subcapitata,4677,A,16,N,Y,,Total Toxics
TGN6I,Pass/Fail Static Renewal 96Hr Acute Oncorhynchus mykiss,4677,A,55,N,N,,Total Toxics
TCN3Z,% Effect Static Renewal 96Hr Acute Americamysis bahia,4677,A,16,N,Y,,Total Toxics
TCP6L,%Effect Static Renewal 7 Day Chronic Atherinops affinis,4677,A,16,N,Y,,Total Toxics
TGP6L,Pass/Fail Static Renewal 7 Day Chronic Atherinops affinis,4677,A,55,N,N,,Total Toxics
TGK1D,Pass/Fail Static 48Hr Chronic Macrocystis pyrifera,4677,A,55,N,N,,Total Toxics
TCK1D,%Effect Static 48Hr Chronic Macrocystis pyrifera,4677,A,16,N,Y,,Total Toxics
TCK3R,%Effect Static 48Hr Chronic Haliotis rufescens,4677,A,16,N,Y,,Total Toxics
TCS3N,%Effect Static 20Min Chronic Dendraster excentricus,4677,A,16,N,Y,,Total Toxics
TGP6J,Pass/Fail Static Renewal 7 Day Chronic Menidia beryllina,4677,A,55,N,N,,Total Toxics
TCS3L,%Effect Static 20Min Chronic Strongylocentrotus purpuratus,4677,A,16,N,Y,,Total Toxics
TCP6J,%Effect Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,Total Toxics
TGC1E,Pass/Fail Static 4 Day Chronic Raphidocelis subcapitata,4677,A,55,N,N,,Total Toxics
TGB6L,Pass/Fail Static 96Hr Acute Atherinops affinis,4677,A,148,N,N,,Total Toxics
T2I3D,IC25 Pass/Fail Static 24Hr Acute Daphnia pulex,4677,A,55,N,N,,Total Toxics
T2I3E,IC25 Pass/Fail Static 24Hr Acute Americamysis bahia,4677,A,55,N,N,,Total Toxics
T6M6C,IC25 Lethal Static Renewal 48HR Acute Pimephales promelas,4677,A,16,N,Y,,Total Toxics
T7P6C,IC25 Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,16,N,Y,,Total Toxics
T6P6C,IC25 Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,16,N,Y,,Total Toxics
T7P6J,IC25 Sub-Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,Total Toxics
T6P3E,IC25 Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,N,Y,,Total Toxics
TYP6J,LOEC Sub-Lethal Reproduction Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,Total Toxics
TXM6J,LOEC Lethal Survival Static Renewal 48HR Acute Menidia beryllina,4677,A,16,N,Y,,Total Toxics
TGA6A,Pass/Fail Static 48Hr Acute Cyprinodon variegatus,4677,A,55,N,N,,Total Toxics
T5P3B,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,55,N,N,,Total Toxics
T5P3E,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,N,N,,Total Toxics
TCJ3N,%Effect Static 72Hr Chronic Dendraster excentricus,4677,A,16,N,Y,,Total Toxics
TCJ3L,%Effect Static 72Hr Chronic Strongylocentrotus purpuratus,4677,A,16,N,Y,,Total Toxics
TGJ3N,Pass/Fail Static 72Hr Chronic Dendraster excentricus,4677,A,55,N,N,,Total Toxics
TGJ3L,Pass/Fail Static 72Hr Chronic Strongylocentrotus purpuratus,4677,A,55,N,N,,Total Toxics
TGF1C,"Pass/Fail Static 48Hr Chronic, 5-7 Day Rec. Champia parvula",4677,A,55,N,N,,Total Toxics
TCF1C,"%Effect Static 48Hr Chronic, 5-7 Day Rec. Champia parvula",4677,A,16,N,Y,,Total Toxics
TTF1C,"Static 48 Hr Chronic, 5-7 Day Rec. Champia parvula",4677,A,49,N,Y,,Total Toxics
TCK3S,%Effect Static 48Hr Chronic Mytilus Species,4677,A,16,N,Y,,Total Toxics
TGK3S,Pass/Fail Static 48Hr Chronic Mytilus Species,4677,A,55,N,N,,Total Toxics
TGK3O,Pass/Fail Static 48Hr Chronic Crassostrea gigas,4677,A,55,N,N,,Total Toxics
TGP3Q,Pass/Fail Static Renewal 7 Day Chronic Holmesimysis costata,4677,A,55,N,N,,Total Toxics
T6M3C,IC25 Lethal Static Renewal 48HR Acute Daphnia magna,4677,A,16,N,Y,,Total Toxics
T4M3B,IC25 Low Flow Pass/Fail Lethal Static Renewal 48Hr Acute Ceriodaphnia dubia,4677,A,55,N,N,,Total Toxics
T6M3B,IC25 Lethal Static Renewal 48HR Acute Ceriodaphnia dubia,4677,A,16,N,Y,,Total Toxics
T4P3B,IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,55,N,N,,Total Toxics
T4P6C,IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,55,N,N,,Total Toxics
T4N3C,IC25 Low Flow Pass/Fail Lethal Static Renewal 96Hr Acute Daphnia magna,4677,A,55,N,N,,Total Toxics
T6N3C,IC25 Lethal Static Renewal 96Hr Acute Daphnia magna,4677,A,16,N,Y,,Total Toxics
T5N3C,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 96Hr Acute Daphnia magna,4677,A,55,N,N,,Total Toxics
T7N3C,IC25 Sub-Lethal Static Renewal 96Hr Acute Daphnia magna,4677,A,16,N,Y,,Total Toxics
T4P3E,IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,55,N,N,,Total Toxics
T4P6J,IC25 Low Flow Pass/Fail Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,55,N,N,,Total Toxics
T4M6C,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Pimephales promelas,4677,A,55,N,N,,Total Toxics
T4M6J,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia beryllina,4677,A,55,N,N,,Total Toxics
T2I6C,IC25 Pass/Fail Static 24Hr Acute Pimephales promelas,4677,A,55,N,N,,Total Toxics
T5P6J,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,55,N,N,,Total Toxics
T4M3D,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia pulex,4677,A,55,N,N,,Total Toxics
T6M3D,IC25 Lethal Static Renewal 48HR Acute Daphnia pulex,4677,A,16,N,Y,,Total Toxics
T7P3B,IC25 Sub-Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,N,Y,,Total Toxics
T6M6B,IC25 Lethal Static Renewal 48HR Acute Menidia menidia,4677,A,16,N,Y,,Total Toxics
T6M3E,IC25 Lethal Static Renewal 48HR Acute Americamysis bahia,4677,A,16,N,Y,,Total Toxics
T4M3E,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Americamysis bahia,4677,A,55,N,N,,Total Toxics
T5P6C,IC25 Low Flow Pass/Fail Sub-Lethal Static Renewal 7 Day Chronic Pimephales promelas,4677,A,55,N,N,,Total Toxics
T2I6J,IC25 Pass/Fail Static 24Hr Acute Menidia beryllina,4677,A,55,N,N,,Total Toxics
T6P3B,IC25 Lethal Static Renewal 7 Day Chronic Ceriodaphnia dubia,4677,A,16,N,Y,,Total Toxics
T7P3E,IC25 Sub-Lethal Static Renewal 7 Day Chronic Americamysis bahia,4677,A,16,N,Y,,Total Toxics
TXP6J,LOEC Lethal Survival Static Renewal 7 Day Chronic  Menidia beryllina,4677,A,16,N,Y,,Total Toxics
T2I3C,IC25 Pass/Fail Static 24Hr Acute Daphnia magna,4677,A,55,N,N,,Total Toxics
T4M3C,IC25 Low Flow Pass/Fail Static Renewal 48Hr Acute Daphnia magna,4677,A,55,N,N,,Total Toxics
T6P6J,IC25 Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,Total Toxics
TGK3P,Pass/Fail Static 48Hr Chronic Mytilus edulis,4677,A,55,N,N,,Total Toxics
TCK3P,%Effect Static 48Hr Chronic Mytilus edulis,4677,A,16,N,Y,,Total Toxics
TCK3O,%Effect Static 48Hr Chronic Crassostrea gigas,4677,A,16,N,Y,,Total Toxics
TCP3Q,%Effect Static Renewal 7 Day Chronic Holmesimysis costata,4677,A,16,N,Y,,Total Toxics
TGG3W,Pass/Fail Static 1Hr Fertilization Test Chronic Tripneustes gratilla,4677,A,156,N,N,,Total Toxics
TLP6J,Low Flow Pass/Fail Survival Test Static Renewal 7 Day Chronic Menidia beryllina,4677,A,55,N,N,,Total Toxics
TCN1E,%Effect Static Renewal 96Hr Acute Raphidocelis subcapita,4677,A,16,N,Y,,Total Toxics
TEM6J,Low Flow Pass/Fail Static Renewal 48Hr Acute Menidia beryllina,4677,A,55,N,N,,Total Toxics
TOP6J,NOEC Lethal Static Renewal 7 Day Chronic Menidia beryllina,4677,A,16,N,Y,,Total Toxics
TQM6J,Coef Of Var Static Renewal 48Hr Acute Menidia beryllina,4677,A,16,N,Y,,Total Toxics
TQP6J,Coef Of Var Static Renewal 7Day Chronic Menidia beryllina,4677,A,16,N,Y,,Total Toxics
WAN3B,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr C dubia",4677,A,55,,,,Total Toxics
WAN3C,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr D magna",4677,A,55,,,,Total Toxics
WAN3E,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr A bahia",4677,A,55,,,,Total Toxics
WAN3Q,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr H costata",4677,A,55,,,,Total Toxics
WAN3Y,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr H azteca",4677,A,55,,,,Total Toxics
WAN6N,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr S fontinalis",4677,A,55,,,,Total Toxics
WAN6I,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr O mykiss",4677,A,55,,,,Total Toxics
WAN6C,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr P promelas",4677,A,55,,,,Total Toxics
WAN6J,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr M beryllina",4677,A,55,,,,Total Toxics
WAN6L,"Acute Mthd Survival Endpt, TSTaHo R/nR Pass/Fail, StatR96hr A affinis",4677,A,55,,,,Total Toxics
WB13B,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",4677,A,55,,,,Total Toxics
WB23L,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static72hr S purpuratus",4677,A,55,,,,Total Toxics
WB23N,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static72hr D excentricus",4677,A,55,,,,Total Toxics
WBK3O,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr C gigas",4677,A,55,,,,Total Toxics
WBK3R,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr H rufescens",4677,A,55,,,,Total Toxics
WBK3S,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static48hr Mytilus spp",4677,A,55,,,,Total Toxics
WB33L,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static40min S purpuratus",4677,A,55,,,,Total Toxics
WB33N,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static40min D excentricus",4677,A,55,,,,Total Toxics
WB43W,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static80min T gratilla",4677,A,55,,,,Total Toxics
WLK1D,"Chronic Mthd Sublethal Endpt Germination, TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",4677,A,55,,,,Total Toxics
WMK1D,"Chronic Mthd Sublethal Endpt Germ Tube Length, TSTcHo R/nR Pass/Fail, Static48hr M pyrifera",4677,A,55,,,,Total Toxics
WBP3E,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d A bahia",4677,A,55,,,,Total Toxics
WBP3Q,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d H costata",4677,A,55,,,,Total Toxics
WBP6C,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d P promelas",4677,A,55,,,,Total Toxics
WBP6J,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d M beryllina",4677,A,55,,,,Total Toxics
WBP6L,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, StatR7d A affinis",4677,A,55,,,,Total Toxics
WBR1E,"Chronic Mthd Sublethal Endpt, TSTcHo R/nR Pass/Fail, Static96hr R subcapitata",4677,A,55,,,,Total Toxics
WC13B,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR8dmax C dubia",4677,A,182,,Y,,Total Toxics
WCP3E,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d A bahia",4677,A,182,,Y,,Total Toxics
WCP3Q,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d H costata",4677,A,182,,Y,,Total Toxics
WCP6C,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",4677,A,182,,Y,,Total Toxics
WCP6J,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d M beryllina",4677,A,182,,Y,,Total Toxics
WCP6L,"Chronic Mthd Sublethal Endpt, %Effect, Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",4677,A,182,,Y,,Total Toxics
WDN3B,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C dubia",4677,A,182,,Y,,Total Toxics
WDN3C,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr D magna",4677,A,182,,Y,,Total Toxics
WDN3D,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr D pulex",4677,A,182,,Y,,Total Toxics
WDN3E,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A bahia",4677,A,182,,Y,,Total Toxics
WDN3Q,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H costata",4677,A,182,,Y,,Total Toxics
WDN3Y,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr H azteca",4677,A,182,,Y,,Total Toxics
WDN6A,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C variegatus",4677,A,182,,Y,,Total Toxics
WDN6C,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr P promelas",4677,A,182,,Y,,Total Toxics
WDN6H,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr C leedsi",4677,A,182,,Y,,Total Toxics
WDN6I,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr O mykiss",4677,A,182,,Y,,Total Toxics
WDN6J,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr M beryllina",4677,A,182,,Y,,Total Toxics
WDN6L,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr A affinis",4677,A,182,,Y,,Total Toxics
TGB3E,Pass/Fail Static 96HR Acute Americamysis bahia,4677,A,55,N,Y,,Total Toxics
T8K1D,% Effect/ Pass/Fail Static 48HR Chronic Macrocystis pyrifera,4677,A,182,N,Y,,Total Toxics
T8K3R,% Effect/ Pass/Fail Static 48HR Chronic Haliotis rufescens,4677,A,182,N,Y,,Total Toxics
WDN6N,"Acute Mthd Survival Endpt, %Effect, Median TSTaHo R/nR Pass/Fail, StatR96hr S fontinalis",4677,A,182,,Y,,Total Toxics
WEP3E,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A bahia",4677,A,182,,Y,,Total Toxics
WEP3Q,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d H costata",4677,A,182,,Y,,Total Toxics
WEP6C,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d P promelas",4677,A,182,,Y,,Total Toxics
WEP6J,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d M beryllina",4677,A,182,,Y,,Total Toxics
WEP6L,"Chronic Mthd, Survival Endpt %Effect, Growth Endpt Median TSTcHo R/nR Pass/Fail, StatR7d A affinis",4677,A,182,,Y,,Total Toxics
